SmartWatch Images	SmartWatch Names	SmartWatch Prices	SmartWatch Details
https://rukminim1.flixcart.com/image/312/312/kt39jm80/smartwatch/c/j/d/android-ios-dw2118-dizo-no-original-imag6gh9f6uvpqeq.jpeg?q=70	DIZO Watch 2 (by realme TechLife)	₹2,299	"4.3cm (1.69"") Bright Full Touch Screen5ATM Water ResistanceBlood Oxygen & Heart Rate Monitor15 Sports Modes10-Day Battery Life100+ Stylish Watch FacesTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Warranty"
https://rukminim1.flixcart.com/image/312/312/kz1lle80/smartwatch/w/8/r/35-56-android-ios-wrb-sw-colorfitqubeoxy-std-rgld-wine-noise-no-original-imagb58uxfsgphue.jpeg?q=70	Noise ColorFit Qube SpO2 Smartwatch	₹1,519	TouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty
https://rukminim1.flixcart.com/image/312/312/xif0q/smartwatch/e/d/z/-original-imaggze3rw3gh2qv.jpeg?q=70	Ambrane Flex Smartwatch	₹1,799	Screen: 1.69 full touch screen with IPS LCD round LucidDisplay, 2.5D OGS Curved Glass Screen and Scratch-resistant Panda GlassHealth Tracking: SpO2, Blood Pressure, Heart Rate, Calories Tracker, Pedometer, Breathe Mode and Sleep Mode | Smart Controls: Remote Camera and Music ControlFitness and Productivity: Smart Notifications, 8 Exercise Modes, Alarm, Stopwatch, Countdown, Timer, Weather and Sedentary AlertSturdy Body: Comfortable adjustable Straps, Premium Rust-proof Zinc Alloy body, lightweight and IP68 waterproofAdditional Features: 130+ Watch Faces, 7 Days Battery, Customizable Watch Face, Flashlight, Find Phone and Theatre ModeTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Brand Warranty
https://rukminim1.flixcart.com/image/312/312/l4oi4cw0/smartwatch/1/x/r/1-69-gizfit-912-blaze-android-ios-gizmore-yes-original-imagfgzhfyacvbyj.jpeg?q=70	Gizmore GizFit BLAZE BT Calling Smartwatch | 1.69 Inch IPS Curved 500 NITS Display Smartwatch	₹5,499	With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 daysGizmore smartwatches comes with a 12 months Manufacturing Warranty.
https://rukminim1.flixcart.com/image/312/312/kzpw2vk0/smartwatch/g/v/d/-original-imagbnnre4yjdvr5.jpeg?q=70	"boAt Storm 1.3"" CurvedDisplay Smartwatch"	₹2,499	3.3 cms(1.3 inches) Full Touch Screen Curved Display with Multiple Cloud Based Watch Faces (Note: Cloud Based Watch Faces will be Available via OTA Post Launch)Wellness Mode: Spo2 (Real-time Blood Oxygen Level Monitor), 24x7 Heart Rate Monitor, Sleep monitor, Guided Breathing & Menstruation TrackerMetal Body Casing and 5ATM Water ResistanceDaily Activity Tracker and 9 sports Modes | Notifications with Vibration Alerts for Calls, Texts, Social media, Alarms and Sedentary AlertsTouchscreenFitness & OutdoorBattery Runtime: Upto 8 days1 Year Warranty from the Date of Purchase
https://rukminim1.flixcart.com/image/312/312/xif0q/smartwatch/9/u/r/44-hurricane-plus-android-ios-txor-yes-original-imaghzvmajzywxtj.jpeg?q=70	"TXOR HURRICANE PLUS, Bluetooth Calling ECG Monitor & OLED 1.75"" HD Display Smartwatch"	₹1,799	With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 8 days6 Months | Manufacturing Defects || There is 6 Months warranty on the Product's Manufacturing Defects. If anything is damaged, the product will, be Reverse Picked up from the Customer's Location and the replacement will be sent to the Customer. Time taken will be approx. 10 - 15 days. There is no Warranty if the product is damaged after use.
https://rukminim1.flixcart.com/image/312/312/k8vyf0w0/smartwatch/h/c/n/wrb-sw-colorfitpro2-std-blk-android-ios-noise-original-imafqsqgcgsb79fg.jpeg?q=70	Noise ColorFit Pro 2 Smartwatch	₹1,999	Get Upto 10 Day Battery Life with Magnetic ChargerMenstrual Cycle TrackingHeart Rate MonitorIP68 WaterproofTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty
https://rukminim1.flixcart.com/image/312/312/kzpw2vk0/smartwatch/k/x/i/-original-imagbnnrs7ngq8w6.jpeg?q=70	"boAt Storm 1.3"" CurvedDisplay Smartwatch"	₹2,499	3.3 cms(1.3 inches) Full Touch Screen Curved Display with Multiple Cloud Based Watch Faces (Note: Cloud Based Watch Faces will be Available via OTA Post Launch)Wellness Mode: Spo2 (Real-time Blood Oxygen Level Monitor), 24x7 Heart Rate Monitor, Sleep monitor, Guided Breathing & Menstruation TrackerMetal Body Casing and 5ATM Water ResistanceDaily Activity Tracker and 9 sports Modes | Notifications with Vibration Alerts for Calls, Texts, Social media, Alarms and Sedentary AlertsTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Warranty from the Date of Purchase
https://rukminim1.flixcart.com/image/312/312/kzpw2vk0/smartwatch/u/5/0/-original-imagbnnrn4gqa8tc.jpeg?q=70	"boAt Storm 1.3"" CurvedDisplay Smartwatch"	₹2,499	3.3 cms(1.3 inches) Full Touch Screen Curved Display with Multiple Cloud Based Watch Faces (Note: Cloud Based Watch Faces will be Available via OTA Post Launch)Wellness Mode: Spo2 (Real-time Blood Oxygen Level Monitor), 24x7 Heart Rate Monitor, Sleep monitor, Guided Breathing & Menstruation TrackerMetal Body Casing and 5ATM Water ResistanceDaily Activity Tracker and 9 sports Modes | Notifications with Vibration Alerts for Calls, Texts, Social media, Alarms and Sedentary AlertsTouchscreenFitness & Outdoor
https://rukminim1.flixcart.com/image/312/312/xif0q/smartwatch/k/l/f/40-si-black-sw08-android-ios-nefi-yes-original-imagh95hqedzcqwz.jpeg?q=70	NEFI D20 BAND Multi Functional Smartwatch	₹616	With Call FunctionTouchscreenWatchphone, Health & Medical, Fitness & Outdoor, Safety & SecurityBattery Runtime: Upto 10 hrs
https://rukminim1.flixcart.com/image/312/312/l3t2fm80/smartwatch/j/k/u/-original-imageu9gsvbrahbk.jpeg?q=70	"Ambrane Wise-Eon 1.69"" Lucid Display,bluetooth calling Smartwatch"	₹1,999	Calling Feature: Bluetooth Calling with Inbuilt Mic, Inbuilt Speaker, and DialerScreen: 1.69-inch full touch screen with square LucidDisplay, 450 Nits Brightness, 2.5D Curved Glass, With Intelligent spilt screenHealth Tracking: SpO2 (Real-Time Monitoring), Blood Pressure, Heart Rate, Sleep, Breath Training, and Menstrual Cycle TrackingFitness and Productivity: Smart Notifications, 60 Sports Modes, Alarm, Stopwatch, Flashlight, Timer, Find Phone, Music Player, Shutter (Remote Camera)Sturdy Body: Comfortable adjustable Straps, High-quality frame, and IP68 water-resistant| Modes: DND & Low Power Mode100+ Watch Faces, Upto10 Days Battery Life on Normal Use, 3 Inbuilt Games, Customizable Watch Face, Weather, Dual Menu Options, Voice AssistanceWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Brand Warranty
https://rukminim1.flixcart.com/image/312/312/kpr8k280/smartwatch/c/j/x/bsw004-android-ios-fire-boltt-original-imag3wwbhgahpbva.jpeg?q=70	Fire-Boltt Talk Bluetooth Calling Smartwatch	₹2,799	Bluetooth Calling : Answer and make calls with Bluetooth directly from your watchEnable Bluetooth Calling Function: First connect to the compatible app. Then manually go to the phone's Bluetooth settings and pair the watch3D HD Display : 1.28 Full Circle 3D HD bevel curved glassComprehensive Health Data : Track your SPO2, Blood Pressure, Heart RateWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 daysCovers Manufacturing Defects
https://rukminim1.flixcart.com/image/312/312/l0o6nbk0/smartwatch/z/9/i/-original-imagceufjtpqhcz7.jpeg?q=70	Fire-Boltt Talk Bluetooth Calling Smartwatch	₹2,799	Bluetooth Calling : Answer and make calls with Bluetooth directly from your watchEnable Bluetooth Calling Function: First connect to the compatible app. Then manually go to the phone's Bluetooth settings and pair the watch3D HD Display : 1.28 Full Circle 3D HD bevel curved glassComprehensive Health Data : Track your SPO2, Blood Pressure, Heart RateWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 daysCovers Manufacturing Defects
https://rukminim1.flixcart.com/image/312/312/xif0q/smartwatch/o/l/h/-original-imagghz3bxh5cmab.jpeg?q=70	Boult Drift Bluetooth Calling, 1.69inch HD Display Smartwatch	₹2,999	Bluetooth Calling with Dedicated Speaker and Mic | Smart Notification1.69'' HD Screen, 475 Nits High Brightness DisplayHealth Monitor: SpO2 Blood Oxygen Saturation Monitor, 24*7 Heart Rate Monitor, Female Menstrual Cycle Tracking, Stress Monitor, Sleep Monitor, Drink Water Reminder, Sedentary Reminder140+ Cloud-based Watch Faces with Custom Watch Face Option | 60 Sports Modes10 Days Battery Life | 20 Days Standby | Full Charge in 2.5 HrsFast Charging | 10 Min Charge = 2 Days Standard UseInteractive Mini-Games | IP68 Water ResistantWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 daysRepair or Replace
https://rukminim1.flixcart.com/image/312/312/kt39jm80/smartwatch/x/3/q/android-ios-watch-2-pro-realme-no-original-imag6gfpzdvhwncj.jpeg?q=70	"realme Smart Watch 2 Pro 1.75"" HD Display & Dual Satellite GPS"	₹4,999	"1.75"" HD Super Bright Touchscreen Display for fine picture quality and vivid colorsHeart Rate & Blood Oxygen Saturation (SpO2) MonitorsDual Satellite Low Power GPS supporting GLONASS and GPS provides accurate & independent path tracking for running, jogging, cycling, walking.Up to 14 Days Battery Life90 Sport Modes - Outdoor Run, Indoor Run, Outdoor Walk, Indoor Walk, Outdoor Cycling, Spinning, Hiking, Basketball, Yoga, Rowing, Elliptical, Cricket etcTouchscreenFitness & OutdoorBattery Runtime: Upto 14 days"
https://rukminim1.flixcart.com/image/312/312/l3t2fm80/smartwatch/j/k/u/-original-imageu9gsvbrahbk.jpeg?q=70	"Ambrane Wise-Eon 1.69"" Lucid Display,bluetooth calling Smartwatch"	₹1,999	Calling Feature: Bluetooth Calling with Inbuilt Mic, Inbuilt Speaker, and DialerScreen: 1.69-inch full touch screen with square LucidDisplay, 450 Nits Brightness, 2.5D Curved Glass, With Intelligent spilt screenHealth Tracking: SpO2 (Real-Time Monitoring), Blood Pressure, Heart Rate, Sleep, Breath Training, and Menstrual Cycle TrackingFitness and Productivity: Smart Notifications, 60 Sports Modes, Alarm, Stopwatch, Flashlight, Timer, Find Phone, Music Player, Shutter (Remote Camera)Sturdy Body: Comfortable adjustable Straps, High-quality frame, and IP68 water-resistant| Modes: DND & Low Power Mode100+ Watch Faces, Upto10 Days Battery Life on Normal Use, 3 Inbuilt Games, Customizable Watch Face, Weather, Dual Menu Options, Voice AssistanceWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Brand Warranty
https://rukminim1.flixcart.com/image/312/312/kpr8k280/smartwatch/y/l/g/bsw004-android-ios-fire-boltt-original-imag3wwa4uk2kwva.jpeg?q=70	Fire-Boltt Talk Bluetooth Calling Smartwatch	₹2,799	Bluetooth Calling : Answer and make calls with Bluetooth directly from your watchEnable Bluetooth Calling Function: First connect to the compatible app. Then manually go to the phone's Bluetooth settings and pair the watch3D HD Display : 1.28 Full Circle 3D HD bevel curved glassComprehensive Health Data : Track your SPO2, Blood Pressure, Heart RateWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 daysCovers Manufacturing Defects
https://rukminim1.flixcart.com/image/312/312/l3ahpjk0/smartwatch/m/k/a/-original-imagegyhhxaszhn9.jpeg?q=70	boAt Wave Neo with 1.69 inch , 2.5D Curved Display & Multiple Sports Modes Smartwatch	₹1,999	42mm(1.69 inch) HD Display|2.5D Curved Display|550 Nits Brightness|Lightweight: 35 gmsMultiple Sports Modes: Walking, Running, Cycling, Climbing, Yoga, Basketball, Football, Badminton, Skipping & Swimming24H Heart Rate, SpO2 & Stress Monitoring|Sleep Tracker|Music & Camera ControlIP68 Dust, Sweat and Splash Resistant|Multiple Watch Face|Call, Text & Social Media NotificationsTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase
https://rukminim1.flixcart.com/image/312/312/kpr8k280/smartwatch/c/j/x/bsw004-android-ios-fire-boltt-original-imag3wwbhgahpbva.jpeg?q=70	Fire-Boltt Talk Bluetooth Calling Smartwatch	₹2,799	Bluetooth Calling : Answer and make calls with Bluetooth directly from your watchEnable Bluetooth Calling Function: First connect to the compatible app. Then manually go to the phone's Bluetooth settings and pair the watch3D HD Display : 1.28 Full Circle 3D HD bevel curved glassComprehensive Health Data : Track your SPO2, Blood Pressure, Heart RateWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 daysCovers Manufacturing Defects
https://rukminim1.flixcart.com/image/312/312/l0o6nbk0/smartwatch/t/t/l/-original-imagceufajrafdfs.jpeg?q=70	Fire-Boltt Talk Bluetooth Calling Smartwatch	₹2,799	Bluetooth Calling : Answer and make calls with Bluetooth directly from your watchEnable Bluetooth Calling Function: First connect to the compatible app. Then manually go to the phone's Bluetooth settings and pair the watch3D HD Display : 1.28 Full Circle 3D HD bevel curved glassComprehensive Health Data : Track your SPO2, Blood Pressure, Heart RateWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 daysCovers Manufacturing Defects
https://rukminim1.flixcart.com/image/312/312/l0o6nbk0/smartwatch/z/9/i/-original-imagceufjtpqhcz7.jpeg?q=70	Fire-Boltt Talk Bluetooth Calling Smartwatch	₹2,799	Bluetooth Calling : Answer and make calls with Bluetooth directly from your watchEnable Bluetooth Calling Function: First connect to the compatible app. Then manually go to the phone's Bluetooth settings and pair the watch3D HD Display : 1.28 Full Circle 3D HD bevel curved glassComprehensive Health Data : Track your SPO2, Blood Pressure, Heart RateWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 daysCovers Manufacturing Defects
https://rukminim1.flixcart.com/image/312/312/l5ld8y80/smartwatch/n/i/m/-original-imagg8dddyyzjnxn.jpeg?q=70	Noise ColorFit Icon 2 1.8 Display, Bluetooth Calling, AI Voice Assistance Smartwatch	₹2,999	1.8 display (500 nits brightness)| Bluetooth calling| AI voice assistant100+ cloud-based watch faces| In-built gamesNoise Health SuiteTM (SpO2, 24*7 heart rate tracking, sleep monitor & activity tracker)60 sports modes| IP67 waterproof | 7-day batteryUtility features (stopwatch, alarm, timer, weather, find my phone, camera & music controls)NoiseFit Track appWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty
https://rukminim1.flixcart.com/image/312/312/kwxv98w0/smartwatch/2/c/g/-original-imag9hzysyks8sgh.jpeg?q=70	Fire-Boltt Almighty, BT Calling, Voice Assistant Smartwatch	₹3,999	Bluetooth Calling : You can make and receive calls through the watch via InBuilt Speaker & MicVoice Assistance : First ever watch with Google/Siri Voice AssistanceAMOLED Always ONDisplay : 1.4 inch screen with Ultra High Resolution of 454 x 454 Pixels360 Health Control : with Spo2, Heart rate and Blood Pressure MonitoringMusic Player : Listen to Songs on your WatchWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 20 daysCovers Manufacturing Defects
https://rukminim1.flixcart.com/image/312/312/kwpam4w0/smartwatch/a/1/o/-original-imag9bmg5xwhuznd.jpeg?q=70	Fire-Boltt Almighty, BT Calling, Voice Assistant Smartwatch	₹3,999	Bluetooth Calling : You can make and receive calls through the watch via InBuilt Speaker & MicVoice Assistance : First ever watch with Google/Siri Voice Assistance availablewith Leather StrapAMOLED Always ONDisplay : 1.4 inch screen with Ultra High Resolution of 454 x 454 Pixels360 Health Control : with Spo2, Heart rate and Blood Pressure MonitoringMusic Player : Listen to Songs on your WatchWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Warranty from the Date of Purchase
https://rukminim1.flixcart.com/image/312/312/kt39jm80/smartwatch/d/h/j/android-ios-dw2118-dizo-no-original-imag6gh7vr7fhtfc.jpeg?q=70	DIZO Watch 2 (by realme TechLife)	₹2,299	"4.3cm (1.69"") Bright Full Touch Screen5ATM Water ResistanceBlood Oxygen & Heart Rate Monitor15 Sports Modes10-Day Battery Life100+ Stylish Watch FacesTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Warranty"
https://rukminim1.flixcart.com/image/312/312/ky0g58w0/smartwatch/d/p/5/-original-imagac7hghz4nnxw.jpeg?q=70	Noise ColorFit Caliber Smartwatch	₹1,999	"4.2 cm (1.69"") LCD full touch screen150+ customizable and cloud based watch faces60 Sports Mode|Body Temperature sensorIP68 water resistantQuick replies (Android only)Blood oxygen, Heart rate monitor, Stress monitor and sleep monitorTouchscreenFitness & OutdoorBattery Runtime: Upto 15 days1 Year Manufacturer Warranty"
https://rukminim1.flixcart.com/image/312/312/l4rd0280/smartwatch/0/j/n/1-69-gizfit-blaze-android-ios-gizmore-yes-original-imagfh7nkqshzqz9.jpeg?q=70	Gizmore GizFit BLAZE BT Calling Smartwatch | 1.69 Inch IPS Curved 500 NITS Display Smartwatch	₹5,499	With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 daysGizmore smartwatches comes with a 12 months Manufacturing Warranty.
https://rukminim1.flixcart.com/image/312/312/l0sgyvk0/smartwatch/j/l/m/-original-imagcg2euzat4nhr.jpeg?q=70	boAt Wave pro 1.69inch HD display withTemperature Sensor and live cricket updates Smartwatch	₹1,999	"42mm(1.69"") HD DisplayFast Charge: 30 Mins= Full ChargeLive Cricket ScoresHealth Ecosystem with boAt Crest app|24H Heart Rate, SpO2 and Temperature MonitoringIP67 Dust, Sweat and Splash Resistant|Supports Google Fit &amp; Apple HealthTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase"
https://rukminim1.flixcart.com/image/312/312/krkyt8w0/smartwatch/h/i/v/wrb-sw-colorfitpro2oxy-std-rgld-win-android-ios-noise-original-imag5c6xbpxdymgy.jpeg?q=70	Noise ColorFit Pro 2 Oxy Smartwatch	₹1,999	TouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty
https://rukminim1.flixcart.com/image/312/312/ku1k4280/smartwatch/f/z/k/android-ios-wrb-sw-colorfitqubeoxy-std-rgld-pnk-noise-no-original-imag79y4dphr2wrj.jpeg?q=70	Noise ColorFit Qube SpO2 Smartwatch	₹1,499	TouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty
https://rukminim1.flixcart.com/image/312/312/xif0q/smartwatch/4/y/t/-original-imaghypgmmcbrfpj.jpeg?q=70	Noise ColorFit Vision 2 Buzz Smartwatch	₹3,499	1.78 inch AMOLED Always On Display (368*448px, 326 PPI & 500 nits)Bluetooth calling (In built speaker, in-built microphone & dial from recent call logs and access favourite contacts)Tru Sync Technology for quick pairing , stable connectivity and low power consumption.Lightweight design & unique straps (10.9mm thick - excluding sensors (disclaimer), metallic finish)Noise Health SuiteTM (SpO2, 24*7 heart rate tracking, activity tracker, stress monitor, sleep tracker & female health tracker)100+ watch faces (customised & cloud-based) & all-new watch UI (widgets & shortcut screens)100 sports modes with auto sports detection (Disclaimer: 10 in watch, remaining via app)Productivity and utility suite (quick reply, call & message notifications, world clock, alarm, stocks, reminders, remote camera/music control, find my phone, weather updates & smart DND)With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty
https://rukminim1.flixcart.com/image/312/312/l5h2xe80/smartwatch/y/r/1/-original-imagg4wj86e4nzq5.jpeg?q=70	TAGG Verve Max Buzz 1.81inch High Res Display, Bluetooth Calling, Password Protection Smartwatch	₹1,999	1.81 Hi-Resolution Display with 500 NITS Brightness |60Hz Refresh Rate |320*386px| Password Protection, Answer and make calls from your smartwatch directly. Connect Smartwatch with a single tap.| Battery Upto 7 days (3 Days with BT Calling), Smart QR Codes: Add your QR codes to the smartwatch to receive payments.Supports Siri and Google Assistant| Vibration Intensity Adjuster while getting alerts, Sense+ Technology: Track your Blood Oxygen, Blood Pressure, Heart Rate, and Sleep Cycle accurately |120+ Sports Mode|150+ Watchfaces| Smart Reminders: Drink Water Reminder, Medicine Reminder and Relax Mode etc.With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 3 days1 Year Repair or Replacement Wattanty
https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/smartwatch/0/f/1/1-81-verve-max-buzz-android-ios-tagg-yes-original-imagg4y2dzhmtty8.jpeg?q=70	TAGG Verve Max Buzz 1.81inch High Res Display, Bluetooth Calling, Password Protection Smartwatch	₹1,999	1.81 Hi-Resolution Display with 500 NITS Brightness |60Hz Refresh Rate |320*386px| Password Protection, Answer and make calls from your smartwatch directly. Connect Smartwatch with a single tap.| Battery Upto 7 days (3 Days with BT Calling), Smart QR Codes: Add your QR codes to the smartwatch to receive payments.Supports Siri and Google Assistant| Vibration Intensity Adjuster while getting alerts, Sense+ Technology: Track your Blood Oxygen, Blood Pressure, Heart Rate, and Sleep Cycle accurately |120+ Sports Mode|150+ Watchfaces| Smart Reminders: Drink Water Reminder, Medicine Reminder and Relax Mode etc.With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 3 days1 Year Repair or Replacement Wattanty
https://rukminim1.flixcart.com/image/312/312/l41n2q80/smartwatch/c/t/l/-original-imagffyzhv7yx9yx.jpeg?q=70	"boAt Wave Connect with Bluetooth Calling, Voice Assistant and 1.69"" HD Display Smartwatch"	₹3,499	Bluetooth Calling Smartwatch: Call On The Go | Voice Assistant: Connect on Command | 43mm(1.69”) HD Display | 60+ Sports Modes | Heart Rate and SpO2 Monitoring | Multiple Cloud Watch Faces | IP68: Dust, Sweat & Splash ResistantWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase
https://rukminim1.flixcart.com/image/312/312/l5h2xe80/smartwatch/h/f/z/-original-imagg4wjzzsf46k7.jpeg?q=70	TAGG Verve Max Buzz 1.81inch High Res Display, Bluetooth Calling, Password Protection Smartwatch	₹1,999	1.81 Hi-Resolution Display with 500 NITS Brightness |60Hz Refresh Rate |320*386px| Password Protection, Answer and make calls from your smartwatch directly. Connect Smartwatch with a single tap.| Battery Upto 7 days (3 Days with BT Calling), Smart QR Codes: Add your QR codes to the smartwatch to receive payments.Supports Siri and Google Assistant| Vibration Intensity Adjuster while getting alerts, Sense+ Technology: Track your Blood Oxygen, Blood Pressure, Heart Rate, and Sleep Cycle accurately |120+ Sports Mode|150+ Watchfaces| Smart Reminders: Drink Water Reminder, Medicine Reminder and Relax Mode etc.With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 3 days1 Year Repair or Replacement Wattanty
https://rukminim1.flixcart.com/image/312/312/l5h2xe80/smartwatch/w/q/f/-original-imagg4wjeayugzny.jpeg?q=70	TAGG Verve Max Buzz 1.81inch High Res Display, Bluetooth Calling, Password Protection Smartwatch	₹1,999	1.81 Hi-Resolution Display with 500 NITS Brightness |60Hz Refresh Rate |320*386px| Password Protection, Answer and make calls from your smartwatch directly. Connect Smartwatch with a single tap.| Battery Upto 7 days (3 Days with BT Calling), Smart QR Codes: Add your QR codes to the smartwatch to receive payments.Supports Siri and Google Assistant| Vibration Intensity Adjuster while getting alerts, Sense+ Technology: Track your Blood Oxygen, Blood Pressure, Heart Rate, and Sleep Cycle accurately |120+ Sports Mode|150+ Watchfaces| Smart Reminders: Drink Water Reminder, Medicine Reminder and Relax Mode etc.With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 3 days1 Year Repair or Replacement Wattanty
https://rukminim1.flixcart.com/image/312/312/l5h2xe80/smartwatch/2/p/w/-original-imagg4wjdvhps7gh.jpeg?q=70	TAGG Verve Max Buzz 1.81inch High Res Display, Bluetooth Calling, Password Protection Smartwatch	₹1,999	1.81 Hi-Resolution Display with 500 NITS Brightness |60Hz Refresh Rate |320*386px| Password Protection, Answer and make calls from your smartwatch directly. Connect Smartwatch with a single tap.| Battery Upto 7 days (3 Days with BT Calling), Smart QR Codes: Add your QR codes to the smartwatch to receive payments.Supports Siri and Google Assistant| Vibration Intensity Adjuster while getting alerts, Sense+ Technology: Track your Blood Oxygen, Blood Pressure, Heart Rate, and Sleep Cycle accurately |120+ Sports Mode|150+ Watchfaces| Smart Reminders: Drink Water Reminder, Medicine Reminder and Relax Mode etc.With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 3 days1 Year Repair or Replacement Wattanty
https://rukminim1.flixcart.com/image/312/312/l0sgyvk0/smartwatch/c/a/w/-original-imagcg2ecz4u8sgd.jpeg?q=70	boAt Wave pro 1.69inch HD display withTemperature Sensor and live cricket updates Smartwatch	₹1,999	"42mm(1.69"") HD DisplayFast Charge: 30 Mins= Full ChargeLive Cricket ScoresHealth Ecosystem with boAt Crest app|24H Heart Rate, SpO2 and Temperature MonitoringIP67 Dust, Sweat and Splash Resistant|Supports Google Fit &amp; Apple HealthTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase"
https://rukminim1.flixcart.com/image/312/312/kyhlfgw0/smartwatch/m/n/1/-original-imagaptbymjh4gtx.jpeg?q=70	Fire-Boltt Ninja Pro Max Smartwatch	₹1,799	"1.6"" Large Color LCD Full Touch Screen with 2.5D Curved Glass and 240*288 pixel ResolutionUltra Thin 9.5mm and IP68 Water Resistance27 Sports Mode | Large 8 Days Battery PowerSmart Health Tracking withSpO2, Heart Rate, Sleep Monitoring100 + Cloud Faces to match each style | All in One Social Update NotificationsTouchscreenFitness & Outdoor, Health & MedicalBattery Runtime: Upto 8 days1 Year Warranty from the Date of Purchase"
https://rukminim1.flixcart.com/image/312/312/kyhlfgw0/smartwatch/k/s/q/-original-imagaptbwgpn9zyv.jpeg?q=70	Fire-Boltt Ninja Pro Max Smartwatch	₹1,799	"1.6"" Large Color LCD Full Touch Screen with 2.5D Curved Glass and 240*288 pixel ResolutionUltra Thin 9.5mm and IP68 Water Resistance27 Sports Mode | Large 8 Days Battery PowerSmart Health Tracking withSpO2, Heart Rate, Sleep Monitoring100 + Cloud Faces to match each style | All in One Social Update NotificationsTouchscreenFitness & Outdoor, Health & MedicalBattery Runtime: Upto 8 days1 Year Warranty from the Date of Purchase"
https://rukminim1.flixcart.com/image/312/312/kolsscw0/smartwatch/7/e/t/wrb-sw-active-std-blk-android-ios-noise-original-imag3f7tkxtvgjvy.jpeg?q=70	Noise Fit Active SpO2 Smartwatch	₹2,999	"1.28 inches Full Touch Screen Round Display with Multiple Cloud Based Watch FacesSpo2 (Real-time Blood Oxygen Level Monitor), 24x7 Heart Rate Monitor, Sleep monitor, Guided Breathing Sessions & more
14 sports mode with auto sports recognitionWeather forecast, Call rejection, Alarm, Find my phone, Timer, Stopwatch, Walk reminder, Wake gesture, Calender reminder, Vibration alert, Remote music control5 ATM Water ResistanceDedicated NoiseFit App to meet your personal health goals, track of your progress and moreTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty"
https://rukminim1.flixcart.com/image/312/312/l5ld8y80/smartwatch/n/i/m/-original-imagg8dddyyzjnxn.jpeg?q=70	Noise ColorFit Icon 2 1.8 Display, Bluetooth Calling, AI Voice Assistance Smartwatch	₹2,999	1.8 display (500 nits brightness)| Bluetooth calling| AI voice assistant100+ cloud-based watch faces| In-built gamesNoise Health SuiteTM (SpO2, 24*7 heart rate tracking, sleep monitor & activity tracker)60 sports modes| IP67 waterproof | 7-day batteryUtility features (stopwatch, alarm, timer, weather, find my phone, camera & music controls)NoiseFit Track appWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty
